,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10342,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,84,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
4118,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
7512,0,0,0,15,54,0,0,5,0,0,2,0,130,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0
1725,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,16,0,18,40,0,0,0,10,0,83,16,0,147,10,0,0,0,0,0,1,0,0,3,0,4,0,1,0,7,0,2,0,0,0,0,24,0,0,91,9,0,0,129
2847,0,0,0,2,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1139,0,0,0,40,0,0,0,10,0,0,16,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,91,0,0,0,0
6310,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
6191,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6301,0,0,0,0,88,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,200,0,0,4,0,0,0,2,0,6,0,0,0,15,0,0,24,1,0,0,0,0,0
6807,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0
6929,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8820,0,0,0,0,0,0,0,0,0,99,0,14,0,0,0,262,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
852,0,0,0,0,0,20,75,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
9465,0,0,0,40,0,0,0,10,0,0,16,0,147,0,244,0,0,0,24,0,200,0,0,4,0,0,0,0,0,6,2,0,0,15,0,24,24,1,91,0,0,0,0
10542,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7114,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3848,0,0,0,0,80,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13489,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13421,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
4204,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0
1057,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
3586,0,0,0,0,88,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11556,0,39,0,0,0,20,75,0,0,0,0,14,0,0,244,262,0,291,24,0,0,0,0,2,0,1,0,0,0,6,0,0,2,15,1,0,24,1,0,0,1,264,0
6117,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
7135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,24,0,0,18,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,0,0
13552,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9592,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
635,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9584,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
639,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,0,0,0,65,0,0,0,14,0,0,16,0,147,0,259,0,0,0,25,0,0,0,0,4,0,0,0,0,0,8,3,0,0,22,0,24,25,1,91,0,0,0,0
6303,0,0,0,0,88,0,0,0,0,0,0,0,0,0,237,0,0,290,4,0,170,0,0,4,0,0,0,2,0,6,0,0,0,15,0,0,0,1,0,0,0,0,0
8493,21,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,290,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
2921,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7119,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1142,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1899,21,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,290,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
6219,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6225,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
8819,9,0,7,22,0,7,39,5,0,99,3,0,84,6,0,0,0,0,0,2,0,0,0,0,4,0,0,0,8,0,2,0,0,0,0,16,0,0,30,10,0,0,132
543,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5991,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
6216,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,21,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,290,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
8492,21,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,290,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
1548,0,0,0,0,88,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,200,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1049,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
10639,0,0,0,0,3,3,5,0,11,0,0,0,0,0,0,26,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6209,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
1235,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7115,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
6340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8821,0,0,0,0,0,0,0,0,0,99,0,14,0,0,0,262,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
8474,0,0,0,14,0,0,0,2,0,0,0,0,41,0,41,0,0,0,15,0,33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,7,0,8,0,0,0,0
7118,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
10921,0,39,0,0,0,20,71,0,0,0,0,14,0,0,244,262,1,280,24,0,0,0,0,4,0,3,0,1,0,6,0,0,2,15,1,0,24,1,0,0,2,255,0
1224,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7693,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,21,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,290,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
11210,0,13,0,0,0,6,20,0,0,0,0,3,0,0,57,60,0,100,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,4,0,0,0,0,85,0
1230,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6672,0,0,0,0,38,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,90,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1055,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
9233,10,0,11,15,0,14,33,6,0,0,9,0,40,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,48,0,0,0,0
13412,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2900,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6236,21,0,19,40,0,20,75,10,0,0,16,0,147,10,0,0,2,0,0,2,0,0,3,0,0,0,1,0,0,0,2,0,2,0,0,24,0,0,91,0,0,0,0
1534,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
11783,0,0,0,0,0,0,0,1,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2883,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0
1674,22,0,19,0,0,40,77,10,0,2,16,22,0,23,0,7,2,0,0,0,0,0,3,0,1,0,0,0,13,0,0,0,0,0,0,24,0,0,0,13,0,0,0
6178,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1893,21,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,290,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
11558,0,16,0,0,0,10,29,0,0,0,0,6,0,0,116,118,0,122,5,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,17,0,0,0,1,129,0
1244,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,0,0,0,40,0,0,0,10,0,0,16,0,147,0,244,0,0,0,24,0,0,0,0,4,0,0,0,0,0,6,2,0,0,15,0,24,24,1,91,0,0,0,0
9734,0,0,0,0,0,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,264,0
1944,0,0,0,0,88,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,200,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
589,0,0,0,87,0,0,0,21,0,0,16,0,147,0,271,0,0,0,28,0,0,0,0,4,0,0,0,0,0,10,3,0,0,31,0,24,28,1,91,0,0,0,0
5365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11211,0,5,0,0,0,1,5,0,0,0,0,0,0,0,13,14,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30,0
8561,0,0,1,6,0,0,0,1,0,1,0,0,2,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1
3670,0,0,0,0,88,20,75,0,112,0,0,14,0,0,0,262,2,0,0,0,200,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,264,0
6586,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
863,21,0,19,40,0,20,75,10,0,0,16,0,147,10,0,0,2,0,0,2,0,0,3,0,0,0,1,0,0,0,2,0,2,0,0,24,0,0,91,0,0,0,0
6311,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
1330,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
11112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6932,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
854,0,0,0,0,0,20,75,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2901,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6788,0,0,0,0,0,0,0,0,0,99,0,14,0,0,0,262,0,0,0,0,0,1,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,264,132
6671,0,0,0,0,0,12,41,0,0,0,0,8,0,0,0,140,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9252,0,0,0,40,0,0,0,10,0,0,16,0,147,0,242,0,0,0,24,0,194,0,0,4,0,0,0,0,0,6,2,0,0,15,0,24,24,1,86,0,0,0,0
13031,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0
1896,6,0,12,0,0,0,0,0,0,34,0,0,0,7,0,0,0,146,0,0,0,0,3,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,9,0,0,77
1947,0,39,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,290,24,0,0,0,0,3,0,0,0,2,0,6,0,0,0,10,1,0,0,1,0,0,2,0,0
6239,3,0,0,40,0,20,2,0,0,4,0,22,147,12,0,12,0,0,0,2,0,0,2,0,1,0,1,0,13,0,2,0,2,0,0,0,0,0,91,13,0,2,0
9593,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
7116,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
11023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
489,4,0,16,0,0,0,0,0,0,29,0,0,0,7,0,0,0,141,0,0,0,0,0,0,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,10,0,0,78
2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,0,0,0,0,88,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,200,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6663,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,243,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,20,0,7,19,0,0,0,7,0,69,5,0,59,3,0,0,0,0,0,1,0,0,0,0,4,0,1,0,7,0,0,0,0,0,0,13,0,0,43,2,0,0,43
1053,0,30,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,203,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,14,1,0,24,1,0,0,2,0,0
3601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11039,0,0,0,40,0,0,0,10,0,0,16,0,147,0,107,0,0,0,0,0,71,0,0,3,0,0,0,0,0,6,2,0,0,7,0,24,17,1,91,0,0,0,0
9735,0,0,0,0,0,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,264,0
1052,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
6670,0,0,0,0,0,12,48,0,0,0,0,8,0,0,0,112,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1056,0,37,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,281,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
541,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,4,0,1,0,42,0,0,0,0,12,0,0,0,1,0,0,0,117,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
8443,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9462,0,0,1,5,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,8
6165,21,0,19,40,0,0,0,10,0,99,16,0,147,10,0,0,0,0,0,2,0,0,3,0,4,0,1,0,8,0,2,0,0,0,0,24,0,0,91,10,0,0,132
1942,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
6217,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,21,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,290,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
11185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6189,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
1902,21,0,18,81,0,0,0,20,0,99,12,0,129,10,241,0,0,287,22,1,0,0,3,3,4,0,1,2,8,9,3,0,0,28,0,21,24,1,87,10,0,0,132
988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3580,0,0,0,0,53,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,2,0,0,40,0,20,2,0,0,4,0,22,144,11,0,15,0,0,0,0,0,0,1,0,1,0,1,0,13,0,2,0,0,0,0,0,0,0,87,13,0,3,0
1905,21,0,19,21,0,0,0,7,0,99,0,0,0,10,8,0,0,290,1,2,0,0,3,0,4,0,1,2,8,0,1,0,0,9,0,0,3,0,0,10,0,0,132
1544,0,0,0,0,88,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,200,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
9572,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10985,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6664,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,262,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,0,0,0,0,87,18,68,0,0,0,0,12,0,0,0,241,2,0,0,0,196,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
6931,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3857,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
