,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
6779,21,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,0,0,2,0,0,3,0,4,0,1,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
1243,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
7901,0,0,0,40,0,0,0,10,0,0,16,0,147,0,244,0,0,0,24,0,0,0,0,4,0,0,0,0,0,6,2,0,0,15,0,24,24,1,91,0,0,0,0
542,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9733,0,0,0,0,0,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,264,0
1059,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
1531,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
11515,0,0,0,0,88,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10983,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8444,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8817,0,0,0,0,0,0,0,0,0,99,0,14,0,0,0,262,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
11516,0,0,0,0,88,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
2926,0,0,0,1,0,0,0,1,0,0,4,0,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0
1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,0,0,0,0,88,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,200,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1543,0,0,0,0,88,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,200,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
6305,0,0,0,0,22,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,200,0,0,4,0,0,0,2,0,6,0,0,0,15,0,0,24,1,0,0,0,0,0
984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
3097,0,0,0,0,34,8,39,0,0,0,0,5,0,0,0,130,1,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1229,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3616,0,39,0,0,0,20,75,0,0,0,0,14,0,0,244,262,2,290,24,0,0,1,0,4,0,3,0,2,0,6,0,0,2,15,1,0,24,1,0,0,2,264,0
4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7124,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
9268,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
7420,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,21,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,290,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,21,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,290,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
574,21,0,19,0,88,0,0,0,0,99,0,0,0,10,0,0,0,290,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
7113,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6187,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
3354,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0
6662,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,262,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3582,0,0,0,0,18,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,0,0,0,0,0,0,0,0,0,49,0,5,0,0,0,115,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,63
12173,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6188,0,26,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,152,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,24,0,0,0,2,0,0
8504,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0
3844,0,0,0,0,85,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10810,0,0,0,0,0,12,5,0,0,0,0,9,0,0,0,101,0,0,0,0,89,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7926,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0
11158,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
6309,0,39,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,286,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
1549,0,0,0,0,88,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,200,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1138,21,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,0,0,2,0,0,3,0,4,0,1,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
1327,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10544,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,0,0,0,0,88,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11557,0,37,0,0,0,20,74,0,0,0,0,14,0,0,243,259,0,290,24,0,0,0,0,1,0,0,0,0,0,6,0,0,2,15,1,0,24,0,0,0,1,261,0
547,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,0,0,0,40,0,0,0,10,0,0,16,0,147,0,244,0,0,0,24,0,0,0,0,4,0,0,0,0,0,6,2,0,0,15,0,24,24,1,91,0,0,0,0
6169,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6241,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
9609,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,262,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13448,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6665,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,262,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,0,0,0,0,87,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11511,10,0,9,14,0,0,0,9,0,47,4,0,60,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,15,0,0,32,4,0,0,57
591,1,24,3,80,0,0,0,20,0,10,12,0,129,0,243,0,0,0,22,1,0,0,1,3,4,0,1,0,0,9,3,0,0,26,1,21,24,1,88,1,2,0,21
6669,0,0,0,0,0,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
6208,21,0,19,40,0,0,0,10,0,99,16,0,147,10,0,0,0,0,0,2,0,0,3,0,4,0,1,0,8,0,2,0,0,0,0,24,0,0,91,10,0,0,132
8165,0,0,0,0,0,8,30,0,0,0,0,6,0,0,0,143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7445,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
3008,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6285,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
11491,0,0,0,0,88,20,73,0,112,0,0,12,0,0,0,255,2,0,0,0,190,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,264,0
7197,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
7166,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
2899,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9459,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10068,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
1898,19,0,19,0,0,0,0,0,0,99,0,0,0,10,0,0,0,285,0,2,0,0,3,0,4,0,1,2,8,0,0,0,0,0,0,0,0,0,0,10,0,0,132
1904,21,0,19,47,0,0,0,11,0,99,0,0,0,10,27,0,0,290,4,2,0,0,3,0,4,0,1,2,8,4,1,0,0,16,0,0,4,0,0,10,0,0,132
11517,0,0,0,0,85,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
1550,0,0,0,0,88,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,200,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8555,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7979,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0
596,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6885,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0
3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7946,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,5,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6183,13,0,4,0,0,0,0,0,0,63,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,50
1048,0,25,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,201,9,0,0,0,0,4,0,0,0,1,0,6,0,0,0,14,1,0,17,0,0,0,2,0,0
7111,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,200,0,0,4,0,0,0,2,0,6,0,0,0,15,0,0,24,1,0,0,0,0,0
1525,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
1060,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
1906,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
637,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,0,0,0,0,0,20,75,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7195,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
8816,0,0,0,40,88,0,0,10,0,0,16,0,147,0,0,0,0,290,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,24,0,0,91,0,0,0,0
8477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7411,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6153,0,15,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,116,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0
3584,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6667,0,0,0,0,0,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
10209,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
9812,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
7995,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6661,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,262,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9379,0,0,0,0,0,0,0,0,50,42,0,8,0,0,0,133,0,0,0,0,0,1,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,255,62
6161,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
1662,0,0,0,47,0,0,0,11,0,0,0,0,0,0,27,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,16,0,0,4,0,0,0,0,0,0
9258,17,0,1,0,88,0,0,0,0,78,0,0,0,0,0,0,0,290,0,2,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1341,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7196,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
1545,0,0,0,0,88,20,75,0,0,0,0,14,0,0,0,262,2,0,0,0,200,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11493,0,0,0,0,88,20,75,0,112,0,0,14,0,0,0,262,2,0,0,0,200,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,264,0
1529,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
3618,0,39,0,0,0,20,75,0,0,0,0,14,0,0,244,262,2,290,24,0,0,1,0,4,0,3,0,2,0,6,0,0,2,15,1,0,24,1,0,0,2,264,0
7996,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,14,0,9,0,0,0,0,0,0,42,0,0,0,5,0,0,0,120,0,2,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,64
6302,0,0,0,0,11,0,0,0,0,0,0,0,0,0,16,0,0,15,20,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
11514,0,0,0,0,84,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,24,0,200,0,0,4,0,0,0,0,0,6,0,0,0,15,0,0,24,1,0,0,0,0,0
7900,0,0,0,40,0,0,0,10,0,0,16,0,147,0,244,0,0,0,24,0,0,0,0,4,0,0,0,0,0,6,2,0,0,15,0,24,24,1,91,0,0,0,0
9602,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,0,0,0,0,0,20,75,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
6132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9255,0,0,0,20,88,0,0,5,0,0,14,0,7,0,0,0,0,290,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0
11212,0,38,0,0,0,19,76,0,0,0,0,13,0,0,238,253,0,305,24,0,0,0,0,1,0,0,0,0,0,6,0,0,2,15,1,0,23,0,0,0,1,267,0
6304,0,0,0,0,88,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,200,0,0,4,0,0,0,2,0,6,0,0,0,15,0,0,24,1,0,0,0,0,0
4031,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,27,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,16,0,0,0,0,0,0
1061,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
6193,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
545,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,0,39,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,290,24,0,0,0,0,4,0,0,0,2,0,6,0,0,0,15,1,0,24,1,0,0,2,0,0
1921,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0
